windows,train_rate,trial,model,model_name,time_train,time_predict,time_total,n_clusters,silhouette,calinski,davies,MAE_train,RMSE_train,MAPE_train,EVS_train,R2_train,NSE_train,R_train,WI_train,CI_train,MAE_test,RMSE_test,MAPE_test,EVS_test,R2_test,NSE_test,R_test,WI_test,CI_test
1,0.8,0,IAEO-SSNN,mse-elu_elu-0.25-0.01-0.5-1000-0-1000-50,686.8775,0.01023126,688.0566,6,0.214,11624.157,0.677,0.039,0.106,12.24,0.9179999999999999,0.9179999999999999,0.9179999999999999,0.961,0.978,0.94,0.02,0.034,8.574,0.6970000000000001,0.6940000000000001,0.6940000000000001,0.871,0.91,0.7929999999999999
1,0.8,1,GA-SSNN,mse-elu_elu-0.15-0.01-0.5-1000-0-1000-50-0.85-0.025,485.6275,0.01314521,487.3508,8,0.141,13804.686000000002,0.525,0.063,0.13,23.199,0.88,0.8759999999999999,0.8759999999999999,0.95,0.963,0.915,0.055,0.07200000000000001,23.418000000000003,0.22399999999999998,-0.386,-0.386,0.797,0.583,0.465
1,0.8,1,GA-SSNN,mse-elu_elu-0.25-0.01-0.5-1000-0-1000-50-0.85-0.025,422.0561,0.01175904,423.5766,6,0.213,11622.106000000002,0.677,0.04,0.11199999999999999,11.942,0.909,0.909,0.909,0.9590000000000001,0.977,0.937,0.022000000000000002,0.036000000000000004,9.163,0.688,0.653,0.653,0.862,0.8959999999999999,0.772
1,0.8,1,OCRO-SSNN,"mse-elu_elu-0.15-0.01-0.5-1000-0-1000-50-0.4-0.9-0.1-0.1-0.1-(0.02, 0.2)-0.1",249.5412,0.00809121,252.6814,8,0.141,13854.83,0.525,0.046,0.12,14.899000000000001,0.8959999999999999,0.8959999999999999,0.8959999999999999,0.95,0.972,0.9229999999999999,0.026000000000000002,0.040999999999999995,11.136,0.632,0.565,0.565,0.84,0.867,0.728
1,0.8,1,OCRO-SSNN,"mse-elu_elu-0.25-0.01-0.5-1000-0-1000-50-0.4-0.9-0.1-0.1-0.1-(0.02, 0.2)-0.1",218.9951,0.01698494,220.576,6,0.214,11624.841,0.677,0.052000000000000005,0.124,18.095,0.889,0.889,0.889,0.9470000000000001,0.97,0.919,0.032,0.049,13.475,0.499,0.377,0.377,0.7829999999999999,0.7759999999999999,0.608
1,0.8,1,PSO-SSNN,mse-elu_elu-0.15-0.01-0.5-1000-0-1000-50-1.2-1.2-0.4-0.9,448.2983,0.00781369,449.4102,8,0.142,13792.417,0.526,0.039,0.109,12.026,0.914,0.914,0.914,0.9590000000000001,0.977,0.937,0.021,0.035,8.931000000000001,0.6970000000000001,0.67,0.67,0.868,0.898,0.779
1,0.8,1,PSO-SSNN,mse-elu_elu-0.25-0.01-0.5-1000-0-1000-50-1.2-1.2-0.4-0.9,433.2289,0.00735927,435.2801,6,0.212,11615.291000000001,0.677,0.047,0.109,17.066,0.915,0.9129999999999999,0.9129999999999999,0.96,0.976,0.937,0.024,0.035,11.06,0.6990000000000001,0.6729999999999999,0.6729999999999999,0.8690000000000001,0.8959999999999999,0.779
1,0.8,1,WOA-SSNN,mse-elu_elu-0.15-0.01-0.5-1000-0-1000-50,472.249,0.00835705,473.96,8,0.141,13804.686000000002,0.525,0.08900000000000001,0.168,33.719,0.795,0.795,0.795,0.9,0.94,0.846,0.048,0.07,20.613000000000003,-0.18899999999999997,-0.27899999999999997,-0.27899999999999997,0.6709999999999999,0.271,0.182
1,0.8,1,WOA-SSNN,mse-elu_elu-0.25-0.01-0.5-1000-0-1000-50,430.4508,0.01246786,431.2446,6,0.213,11620.741000000002,0.677,0.11,0.21100000000000002,41.28,0.677,0.677,0.677,0.9359999999999999,0.941,0.8809999999999999,0.059000000000000004,0.081,26.066,-0.738,-0.742,-0.742,0.872,0.7979999999999999,0.696
1,0.8,1,OTWO-SSNN,mse-elu_elu-0.15-0.01-0.5-1000-0-1000-50,457.9039,0.00811434,459.3062,8,0.142,13794.742,0.526,0.039,0.106,12.075999999999999,0.9179999999999999,0.9179999999999999,0.9179999999999999,0.961,0.978,0.94,0.02,0.034,8.579,0.6940000000000001,0.69,0.69,0.873,0.912,0.7959999999999999
1,0.8,1,OTWO-SSNN,mse-elu_elu-0.25-0.01-0.5-1000-0-1000-50,353.2357,0.00371432,354.0728,6,0.214,11624.841,0.677,0.04,0.107,12.584000000000001,0.917,0.917,0.917,0.961,0.978,0.94,0.021,0.035,8.843,0.6890000000000001,0.6709999999999999,0.6709999999999999,0.861,0.8959999999999999,0.7709999999999999
1,0.8,1,EO-SSNN,mse-elu_elu-0.15-0.01-0.5-1000-0-1000-50,430.0235,0.00533628,432.2129,8,0.141,13806.229,0.525,0.04,0.106,12.392000000000001,0.9179999999999999,0.9179999999999999,0.9179999999999999,0.961,0.978,0.94,0.021,0.035,9.076,0.685,0.685,0.685,0.8759999999999999,0.914,0.8009999999999999
1,0.8,1,EO-SSNN,mse-elu_elu-0.25-0.01-0.5-1000-0-1000-50,449.8858,0.01034832,451.335,6,0.213,11619.377,0.677,0.04,0.106,12.43,0.9179999999999999,0.9179999999999999,0.9179999999999999,0.961,0.978,0.94,0.02,0.035,8.65,0.6940000000000001,0.6829999999999999,0.6829999999999999,0.865,0.902,0.78
1,0.8,1,TLO-SSNN,mse-elu_elu-0.15-0.01-0.5-1000-0-1000-50,566.2606,0.00538015,569.1937,8,0.141,13803.913999999999,0.525,0.040999999999999995,0.106,13.607999999999999,0.919,0.919,0.919,0.9620000000000001,0.978,0.941,0.02,0.034,8.875,0.698,0.698,0.698,0.871,0.909,0.792
1,0.8,1,TLO-SSNN,mse-elu_elu-0.25-0.01-0.5-1000-0-1000-50,479.6137,0.00573969,481.0704,6,0.215,11548.675,0.6759999999999999,0.039,0.107,11.828,0.917,0.917,0.917,0.961,0.978,0.94,0.02,0.035,8.638,0.6940000000000001,0.684,0.684,0.871,0.909,0.792
1,0.8,1,SMA-SSNN,mse-elu_elu-0.15-0.01-0.5-1000-0-1000-50-0.03,463.5058,0.01401186,464.5709,8,0.142,13792.417,0.526,0.040999999999999995,0.10800000000000001,13.036,0.915,0.915,0.915,0.96,0.978,0.9390000000000001,0.022000000000000002,0.035,9.717,0.682,0.677,0.677,0.8759999999999999,0.912,0.799
1,0.8,1,SMA-SSNN,mse-elu_elu-0.25-0.01-0.5-1000-0-1000-50-0.03,433.2149,0.006268500000000001,434.7377,6,0.21899999999999997,11535.741000000002,0.677,0.064,0.122,24.837,0.8909999999999999,0.8909999999999999,0.8909999999999999,0.951,0.97,0.922,0.047,0.067,19.897000000000002,0.12,-0.192,-0.192,0.787,0.594,0.467
1,0.8,1,SCA-SSNN,mse-elu_elu-0.15-0.01-0.5-1000-0-1000-50,415.7459,0.00422144,417.4399,8,0.141,13849.386999999999,0.525,0.086,0.193,29.691,0.732,0.728,0.728,0.953,0.95,0.905,0.065,0.07400000000000001,29.928,0.449,-0.451,-0.451,0.855,0.762,0.652
1,0.8,1,SCA-SSNN,mse-elu_elu-0.25-0.01-0.5-1000-0-1000-50,425.6511,0.00599194,428.2784,6,0.212,11615.291000000001,0.677,0.106,0.24600000000000002,36.314,0.629,0.56,0.56,0.83,0.8220000000000001,0.682,0.113,0.127,49.637,0.045,-3.278,-3.278,0.7859999999999999,0.39399999999999996,0.31
1,0.8,1,HS-SSNN,mse-elu_elu-0.15-0.01-0.5-1000-0-1000-50-20-0.95-0.05,216.1925,0.01041412,219.5176,8,0.141,13806.229,0.525,0.057,0.138,19.987000000000002,0.861,0.86,0.86,0.9329999999999999,0.963,0.898,0.036000000000000004,0.051,15.134,0.47100000000000003,0.308,0.308,0.794,0.752,0.597
1,0.8,1,HS-SSNN,mse-elu_elu-0.25-0.01-0.5-1000-0-1000-50-20-0.95-0.05,235.0536,0.0142765,236.5702,6,0.213,11623.473,0.677,0.042,0.12300000000000001,12.536,0.889,0.889,0.889,0.9470000000000001,0.971,0.92,0.023,0.037000000000000005,9.543,0.674,0.63,0.63,0.851,0.888,0.7559999999999999
1,0.8,1,AEO-SSNN,mse-elu_elu-0.15-0.01-0.5-1000-0-1000-50,670.7528,0.00851703,672.2253,8,0.142,13779.097,0.526,0.039,0.105,12.194,0.919,0.919,0.919,0.9620000000000001,0.978,0.941,0.02,0.034,8.596,0.6970000000000001,0.695,0.695,0.8740000000000001,0.912,0.797
1,0.8,1,AEO-SSNN,mse-elu_elu-0.25-0.01-0.5-1000-0-1000-50,679.0636,0.00997233,680.2492,6,0.213,11620.058,0.677,0.039,0.106,12.183,0.9179999999999999,0.9179999999999999,0.9179999999999999,0.961,0.978,0.94,0.02,0.034,8.588,0.6970000000000001,0.6940000000000001,0.6940000000000001,0.872,0.9109999999999999,0.794
1,0.8,1,IAEO-SSNN,mse-elu_elu-0.15-0.01-0.5-1000-0-1000-50,684.6868,0.01219487,687.7086,8,0.141,13805.457,0.525,0.039,0.106,12.195,0.9179999999999999,0.9179999999999999,0.9179999999999999,0.961,0.978,0.94,0.02,0.034,8.589,0.691,0.6859999999999999,0.6859999999999999,0.871,0.9109999999999999,0.7929999999999999
1,0.8,1,IAEO-SSNN,mse-elu_elu-0.25-0.01-0.5-1000-0-1000-50,688.2121,0.00768638,689.4871,6,0.214,11625.525,0.677,0.039,0.106,12.219000000000001,0.9179999999999999,0.9179999999999999,0.9179999999999999,0.961,0.978,0.94,0.02,0.035,8.584,0.693,0.684,0.684,0.867,0.9059999999999999,0.7859999999999999
1,0.8,2,GA-SSNN,mse-elu_elu-0.15-0.01-0.5-1000-0-1000-50-0.85-0.025,426.4757,0.0116837,427.8499,8,0.141,13803.913999999999,0.525,0.057999999999999996,0.113,23.541,0.9129999999999999,0.9079999999999999,0.9079999999999999,0.9590000000000001,0.9740000000000001,0.934,0.033,0.040999999999999995,16.206,0.701,0.546,0.546,0.872,0.861,0.7509999999999999
1,0.8,2,GA-SSNN,mse-elu_elu-0.25-0.01-0.5-1000-0-1000-50-0.85-0.025,414.69800000000004,0.02127075,416.3668,6,0.214,11625.525,0.677,0.049,0.109,18.092,0.915,0.9129999999999999,0.9129999999999999,0.96,0.976,0.937,0.026000000000000002,0.037000000000000005,12.324000000000002,0.6990000000000001,0.6409999999999999,0.6409999999999999,0.871,0.894,0.779
1,0.8,2,OCRO-SSNN,"mse-elu_elu-0.15-0.01-0.5-1000-0-1000-50-0.4-0.9-0.1-0.1-0.1-(0.02, 0.2)-0.1",259.3724,0.00963306,260.9472,8,0.141,13866.176000000001,0.525,0.045,0.109,15.258,0.914,0.914,0.914,0.9590000000000001,0.977,0.937,0.027999999999999997,0.04,12.491,0.616,0.5870000000000001,0.5870000000000001,0.8690000000000001,0.898,0.78
1,0.8,2,OCRO-SSNN,"mse-elu_elu-0.25-0.01-0.5-1000-0-1000-50-0.4-0.9-0.1-0.1-0.1-(0.02, 0.2)-0.1",227.5101,0.00971794,230.9424,6,0.214,11625.525,0.677,0.052000000000000005,0.126,18.453,0.885,0.885,0.885,0.946,0.9690000000000001,0.917,0.032,0.048,13.45,0.49700000000000005,0.385,0.385,0.7809999999999999,0.7829999999999999,0.612
1,0.8,2,PSO-SSNN,mse-elu_elu-0.15-0.01-0.5-1000-0-1000-50-1.2-1.2-0.4-0.9,445.3181,0.00488806,446.7696,8,0.142,13791.643,0.526,0.046,0.111,15.527000000000001,0.91,0.91,0.91,0.958,0.976,0.935,0.027000000000000003,0.042,11.495999999999999,0.62,0.541,0.541,0.835,0.8440000000000001,0.705
1,0.8,2,PSO-SSNN,mse-elu_elu-0.25-0.01-0.5-1000-0-1000-50-1.2-1.2-0.4-0.9,405.2836,0.0076623,406.531,6,0.21100000000000002,11612.573,0.677,0.04,0.109,12.477,0.914,0.914,0.914,0.96,0.976,0.937,0.022000000000000002,0.037000000000000005,9.372,0.6809999999999999,0.64,0.64,0.857,0.88,0.754
1,0.8,2,WOA-SSNN,mse-elu_elu-0.15-0.01-0.5-1000-0-1000-50,440.8944,0.00788569,442.4459,8,0.141,13803.913999999999,0.525,0.064,0.26,15.050999999999998,0.51,0.51,0.51,0.732,0.82,0.6,0.026000000000000002,0.046,10.82,0.462,0.452,0.452,0.872,0.892,0.778
1,0.8,2,WOA-SSNN,mse-elu_elu-0.25-0.01-0.5-1000-0-1000-50,423.4066,0.009878399999999999,424.9455,6,0.215,11548.675,0.6759999999999999,0.065,0.16699999999999998,23.131,0.7979999999999999,0.7979999999999999,0.7979999999999999,0.9159999999999999,0.93,0.852,0.035,0.051,15.09,0.37799999999999995,0.3,0.3,0.77,0.735,0.5660000000000001
1,0.8,2,OTWO-SSNN,mse-elu_elu-0.15-0.01-0.5-1000-0-1000-50,332.4132,0.00399137,332.5753,8,0.142,13791.643,0.526,0.039,0.105,12.092,0.919,0.919,0.919,0.9620000000000001,0.978,0.941,0.02,0.034,8.55,0.6990000000000001,0.696,0.696,0.8740000000000001,0.9109999999999999,0.7959999999999999
1,0.8,2,OTWO-SSNN,mse-elu_elu-0.25-0.01-0.5-1000-0-1000-50,325.5712,0.00400209,326.1271,6,0.214,11624.841,0.677,0.039,0.10800000000000001,11.908,0.9159999999999999,0.9159999999999999,0.9159999999999999,0.96,0.977,0.938,0.02,0.035,8.652999999999999,0.696,0.6809999999999999,0.6809999999999999,0.868,0.905,0.7859999999999999
1,0.8,2,EO-SSNN,mse-elu_elu-0.15-0.01-0.5-1000-0-1000-50,444.0893,0.00541592,445.5126,8,0.141,13804.686000000002,0.525,0.04,0.10800000000000001,12.237,0.915,0.915,0.915,0.96,0.977,0.938,0.02,0.034,8.642999999999999,0.698,0.6970000000000001,0.6970000000000001,0.875,0.912,0.7979999999999999
1,0.8,2,EO-SSNN,mse-elu_elu-0.25-0.01-0.5-1000-0-1000-50,423.0551,0.00554109,424.463,6,0.214,11624.841,0.677,0.039,0.107,12.209000000000001,0.917,0.917,0.917,0.96,0.978,0.9390000000000001,0.02,0.034,8.672,0.695,0.6940000000000001,0.6940000000000001,0.8740000000000001,0.912,0.797
1,0.8,2,TLO-SSNN,mse-elu_elu-0.15-0.01-0.5-1000-0-1000-50,455.4075,0.00358534,456.0038,8,0.141,13805.457,0.525,0.040999999999999995,0.107,13.189,0.917,0.917,0.917,0.961,0.978,0.94,0.021,0.034,9.115,0.695,0.6920000000000001,0.6920000000000001,0.8740000000000001,0.912,0.797
1,0.8,2,TLO-SSNN,mse-elu_elu-0.25-0.01-0.5-1000-0-1000-50,329.6195,0.0059824,330.8719,6,0.21899999999999997,11534.371000000001,0.677,0.039,0.106,11.888,0.9179999999999999,0.9179999999999999,0.9179999999999999,0.961,0.978,0.94,0.02,0.034,8.57,0.698,0.688,0.688,0.871,0.907,0.79
1,0.8,2,SMA-SSNN,mse-elu_elu-0.15-0.01-0.5-1000-0-1000-50-0.03,433.2971,0.01158023,436.4139,8,0.142,13800.94,0.526,0.04,0.10800000000000001,12.612,0.915,0.915,0.915,0.9590000000000001,0.977,0.937,0.021,0.034,9.297,0.6890000000000001,0.688,0.688,0.8759999999999999,0.9129999999999999,0.8
1,0.8,2,SMA-SSNN,mse-elu_elu-0.25-0.01-0.5-1000-0-1000-50-0.03,439.501,0.01214433,441.0573,6,0.214,11624.841,0.677,0.04,0.10800000000000001,12.535,0.915,0.915,0.915,0.9590000000000001,0.977,0.937,0.021,0.034,9.244,0.6890000000000001,0.688,0.688,0.8759999999999999,0.9129999999999999,0.8
1,0.8,2,SCA-SSNN,mse-elu_elu-0.15-0.01-0.5-1000-0-1000-50,432.5312,0.01262498,433.728,8,0.141,13805.457,0.525,0.222,0.355,97.48299999999999,0.42200000000000004,0.08,0.08,0.9359999999999999,0.87,0.8140000000000001,0.192,0.196,92.905,0.552,-9.154,-9.154,0.871,0.41,0.35700000000000004
1,0.8,2,SCA-SSNN,mse-elu_elu-0.25-0.01-0.5-1000-0-1000-50,405.9305,0.00856686,407.0173,6,0.215,11548.675,0.6759999999999999,0.195,0.275,90.48,0.695,0.449,0.449,0.838,0.835,0.7,0.196,0.2,92.693,0.596,-9.593,-9.593,0.8140000000000001,0.325,0.265
1,0.8,2,HS-SSNN,mse-elu_elu-0.15-0.01-0.5-1000-0-1000-50-20-0.95-0.05,213.8016,0.00962806,215.1638,8,0.141,13854.83,0.525,0.048,0.115,15.91,0.904,0.904,0.904,0.955,0.975,0.9309999999999999,0.032,0.047,13.698,0.568,0.425,0.425,0.821,0.843,0.6920000000000001
1,0.8,2,HS-SSNN,mse-elu_elu-0.25-0.01-0.5-1000-0-1000-50-20-0.95-0.05,210.611,0.01298523,213.4508,6,0.22,11539.166000000001,0.677,0.044000000000000004,0.124,13.5,0.888,0.888,0.888,0.945,0.97,0.917,0.024,0.036000000000000004,10.612,0.669,0.659,0.659,0.87,0.904,0.7859999999999999
1,0.8,2,AEO-SSNN,mse-elu_elu-0.15-0.01-0.5-1000-0-1000-50,676.7779,0.01236629,679.0045,8,0.141,13805.457,0.525,0.039,0.106,12.165,0.9179999999999999,0.9179999999999999,0.9179999999999999,0.961,0.978,0.94,0.02,0.034,8.771,0.6920000000000001,0.691,0.691,0.875,0.9129999999999999,0.799
1,0.8,2,AEO-SSNN,mse-elu_elu-0.25-0.01-0.5-1000-0-1000-50,646.1721,0.02306986,647.4767,6,0.21899999999999997,11535.056,0.677,0.039,0.107,12.058,0.917,0.917,0.917,0.961,0.978,0.94,0.02,0.034,8.579,0.696,0.6920000000000001,0.6920000000000001,0.872,0.9109999999999999,0.794
1,0.8,2,IAEO-SSNN,mse-elu_elu-0.15-0.01-0.5-1000-0-1000-50,619.3927,0.00612164,620.5831,8,0.141,13805.457,0.525,0.04,0.106,12.32,0.9179999999999999,0.9179999999999999,0.9179999999999999,0.961,0.978,0.94,0.02,0.034,8.835,0.693,0.693,0.693,0.875,0.9129999999999999,0.799
1,0.8,2,IAEO-SSNN,mse-elu_elu-0.25-0.01-0.5-1000-0-1000-50,475.8385,0.00967741,477.7575,6,0.221,11541.223999999998,0.677,0.039,0.106,12.130999999999998,0.9179999999999999,0.9179999999999999,0.9179999999999999,0.961,0.978,0.94,0.02,0.034,8.549,0.696,0.6890000000000001,0.6890000000000001,0.8690000000000001,0.907,0.7879999999999999
1,0.8,3,GA-SSNN,mse-elu_elu-0.15-0.01-0.5-1000-0-1000-50-0.85-0.025,431.5545,0.01319957,433.0272,7,0.19699999999999998,10061.2,0.55,0.042,0.114,13.684000000000001,0.9059999999999999,0.905,0.905,0.955,0.976,0.932,0.02,0.034,9.132,0.703,0.701,0.701,0.873,0.907,0.792
1,0.8,3,GA-SSNN,mse-elu_elu-0.25-0.01-0.5-1000-0-1000-50-0.85-0.025,428.6656,0.0129602,430.0525,6,0.213,11622.788999999999,0.677,0.047,0.111,16.386,0.9109999999999999,0.91,0.91,0.958,0.976,0.935,0.031,0.040999999999999995,14.137,0.6609999999999999,0.552,0.552,0.873,0.885,0.773
