model_name,time_train,time_predict,time_total,n_clusters,silhouette,calinski,davies,MAE_train,RMSE_train,MAPE_train,EVS_train,R2_train,NSE_train,R_train,WI_train,CI_train,MAE_test,RMSE_test,MAPE_test,EVS_test,R2_test,NSE_test,R_test,WI_test,CI_test
mse-elu_elu-0.26-0.01-0.5-1000-0-1000-50-1.2-1.2-0.4-0.9,504.3268,0.01818061,506.3647,23,0.048,2196.707,0.687,0.611,1.667,55.08,0.556,0.555,0.555,0.78,0.867,0.676,0.324,0.519,39.554,0.018,0.009,0.009,0.543,0.588,0.319
