model_name,time_train,time_predict,time_total,n_clusters,silhouette,calinski,davies,MAE_train,RMSE_train,MAPE_train,EVS_train,R2_train,NSE_train,R_train,WI_train,CI_train,MAE_test,RMSE_test,MAPE_test,EVS_test,R2_test,NSE_test,R_test,WI_test,CI_test
mse-elu_elu-0.61-0.01-0.5-1000-0-1000-50,587.4032,0.03089118,589.3558,48,0.074,962.44,1.076,0.605,1.587,0.602,0.598,0.598,0.598,0.773,0.855,0.661,0.313,0.495,0.384,0.102,0.101,0.101,0.329,0.434,0.143
