model_name,time_train,time_predict,time_total,MAE_train,RMSE_train,MAPE_train,EVS_train,R2_train,NSE_train,R_train,WI_train,CI_train,MAE_test,RMSE_test,MAPE_test,EVS_test,R2_test,NSE_test,R_test,WI_test,CI_test
1000-64-2-Adam-0.01-mse-0.3,335.6388,0.66941404,336.5386,0.086,0.186,31.445,0.791,0.749,0.749,0.905,0.916,0.829,0.079,0.087,35.669,0.656,-1.005,-1.005,0.85,0.598,0.508
