model_name,time_train,time_predict,time_total,n_clusters,silhouette,calinski,davies,MAE_train,RMSE_train,MAPE_train,EVS_train,R2_train,NSE_train,R_train,WI_train,CI_train,MAE_test,RMSE_test,MAPE_test,EVS_test,R2_test,NSE_test,R_test,WI_test,CI_test
mse-elu_elu-0.35-0.01-0.5-1000-0-1000-50,289.5544,0.00391698,290.1617,8,0.103,8174.032,0.589,0.041,0.113,12.751,0.908,0.908,0.908,0.956,0.975,0.932,0.021,0.036,9.024,0.656,0.651,0.651,0.851,0.894,0.761
