model_name,time_train,time_predict,time_total,MAE_train,RMSE_train,MAPE_train,EVS_train,R2_train,NSE_train,R_train,WI_train,CI_train,MAE_test,RMSE_test,MAPE_test,EVS_test,R2_test,NSE_test,R_test,WI_test,CI_test
1000-64-3-Adam-0.01-mse-0.3,241.5683,0.71919894,242.4623,0.649,2.218,61.291,0.214,0.213,0.213,0.572,0.423,0.242,0.336,0.497,45.31,0.149,0.092,0.092,0.555,0.585,0.325
