windows,train_rate,trial,model,model_name,time_train,time_predict,time_total,n_clusters,silhouette,calinski,davies,MAE_train,RMSE_train,MAPE_train,EVS_train,R2_train,NSE_train,R_train,WI_train,CI_train,MAE_test,RMSE_test,MAPE_test,EVS_test,R2_test,NSE_test,R_test,WI_test,CI_test
1,0.8,0,IAEO-SSNN,mse-elu_elu-0.15-0.01-0.5-1000-0-1000-50,847.586,0.00772548,848.4144,7,0.32899999999999996,10233.642,0.523,0.5589999999999999,1.4409999999999998,51.169,0.6679999999999999,0.6679999999999999,0.6679999999999999,0.828,0.889,0.736,0.309,0.498,37.535,0.092,0.085,0.085,0.556,0.619,0.344
1,0.8,0,IAEO-SSNN,mse-elu_elu-0.25-0.01-0.5-1000-0-1000-50,828.2634,0.01579881,829.9479,6,0.359,8956.195,0.623,0.5720000000000001,1.4869999999999999,51.153,0.6459999999999999,0.6459999999999999,0.6459999999999999,0.815,0.88,0.7170000000000001,0.318,0.49700000000000005,38.4,0.10099999999999999,0.08900000000000001,0.08900000000000001,0.5920000000000001,0.638,0.37799999999999995
1,0.8,1,GA-SSNN,mse-elu_elu-0.15-0.01-0.5-1000-0-1000-50-0.85-0.025,515.2674,0.01725674,517.2331,7,0.32799999999999996,10222.815999999999,0.523,0.561,1.501,49.413000000000004,0.64,0.639,0.639,0.8109999999999999,0.8740000000000001,0.7090000000000001,0.305,0.489,36.397,0.12300000000000001,0.12,0.12,0.573,0.624,0.358
1,0.8,1,GA-SSNN,mse-elu_elu-0.25-0.01-0.5-1000-0-1000-50-0.85-0.025,481.0422,0.01594186,482.3591,6,0.359,8955.52,0.623,0.595,1.494,57.498000000000005,0.644,0.643,0.643,0.8140000000000001,0.877,0.7140000000000001,0.341,0.513,43.583,0.094,0.03,0.03,0.586,0.628,0.368
1,0.8,1,OCRO-SSNN,"mse-elu_elu-0.15-0.01-0.5-1000-0-1000-50-0.4-0.9-0.1-0.1-0.1-(0.02, 0.2)-0.1",253.5619,0.00739717,255.6981,7,0.327,10221.153,0.523,0.585,1.681,53.861999999999995,0.5479999999999999,0.5479999999999999,0.5479999999999999,0.754,0.845,0.637,0.312,0.48,39.536,0.168,0.151,0.151,0.5720000000000001,0.596,0.341
1,0.8,1,OCRO-SSNN,"mse-elu_elu-0.25-0.01-0.5-1000-0-1000-50-0.4-0.9-0.1-0.1-0.1-(0.02, 0.2)-0.1",224.5674,0.01040769,226.2544,6,0.349,8725.805,0.529,0.589,1.6130000000000002,51.343999999999994,0.584,0.584,0.584,0.777,0.858,0.667,0.32799999999999996,0.499,39.393,0.09699999999999999,0.081,0.081,0.617,0.652,0.402
1,0.8,1,PSO-SSNN,mse-elu_elu-0.15-0.01-0.5-1000-0-1000-50-1.2-1.2-0.4-0.9,490.7066,0.00928736,492.4467,7,0.32799999999999996,10224.478000000001,0.523,0.568,1.5119999999999998,50.468999999999994,0.636,0.634,0.634,0.812,0.8759999999999999,0.711,0.313,0.522,35.681999999999995,0.032,-0.003,-0.003,0.418,0.47,0.196
1,0.8,1,PSO-SSNN,mse-elu_elu-0.25-0.01-0.5-1000-0-1000-50-1.2-1.2-0.4-0.9,439.3346,0.01021004,440.676,6,0.36,8961.607,0.623,0.5770000000000001,1.5090000000000001,56.191,0.636,0.636,0.636,0.8079999999999999,0.879,0.71,0.316,0.48700000000000004,40.864000000000004,0.147,0.126,0.126,0.526,0.561,0.295
1,0.8,1,WOA-SSNN,mse-elu_elu-0.15-0.01-0.5-1000-0-1000-50,442.3161,0.00967646,443.8298,7,0.326,10215.339,0.523,0.643,1.7280000000000002,62.973,0.522,0.522,0.522,0.7440000000000001,0.789,0.5870000000000001,0.371,0.504,50.315,0.195,0.066,0.066,0.649,0.551,0.358
1,0.8,1,WOA-SSNN,mse-elu_elu-0.25-0.01-0.5-1000-0-1000-50,431.171,0.00994539,432.6296,6,0.359,8954.844000000001,0.623,0.603,1.839,46.567,0.45899999999999996,0.45899999999999996,0.45899999999999996,0.8140000000000001,0.8809999999999999,0.7170000000000001,0.324,0.5589999999999999,33.959,-0.131,-0.151,-0.151,0.542,0.63,0.341
1,0.8,1,OTWO-SSNN,mse-elu_elu-0.15-0.01-0.5-1000-0-1000-50,961.5063,0.01636505,963.2115,7,0.32899999999999996,10232.806999999999,0.523,0.569,1.443,51.05,0.667,0.667,0.667,0.828,0.887,0.7340000000000001,0.324,0.507,38.774,0.066,0.052000000000000005,0.052000000000000005,0.596,0.647,0.386
1,0.8,1,OTWO-SSNN,mse-elu_elu-0.25-0.01-0.5-1000-0-1000-50,927.6647,0.02131176,929.4233,6,0.348,8718.568000000001,0.529,0.562,1.473,52.714,0.653,0.653,0.653,0.821,0.878,0.721,0.303,0.494,37.536,0.102,0.10099999999999999,0.10099999999999999,0.48100000000000004,0.545,0.262
1,0.8,1,EO-SSNN,mse-elu_elu-0.15-0.01-0.5-1000-0-1000-50,471.8071,0.01047993,473.2374,7,0.32799999999999996,10225.309000000001,0.523,0.569,1.449,51.025,0.664,0.664,0.664,0.826,0.888,0.733,0.32299999999999995,0.503,38.709,0.081,0.068,0.068,0.597,0.645,0.385
1,0.8,1,EO-SSNN,mse-elu_elu-0.25-0.01-0.5-1000-0-1000-50,438.5585,0.01072836,440.1976,6,0.359,8955.52,0.623,0.569,1.4969999999999999,51.606,0.642,0.642,0.642,0.8109999999999999,0.878,0.7120000000000001,0.313,0.49,38.336999999999996,0.127,0.115,0.115,0.581,0.625,0.363
1,0.8,1,TLO-SSNN,mse-elu_elu-0.15-0.01-0.5-1000-0-1000-50,858.8434,0.01446557,860.7343,7,0.32799999999999996,10223.646999999999,0.523,0.5479999999999999,1.4409999999999998,48.125,0.6679999999999999,0.6679999999999999,0.6679999999999999,0.828,0.889,0.736,0.3,0.495,35.037,0.096,0.096,0.096,0.546,0.614,0.335
1,0.8,1,TLO-SSNN,mse-elu_elu-0.25-0.01-0.5-1000-0-1000-50,889.6735,0.01855016,891.8515,6,0.359,8954.168,0.623,0.5720000000000001,1.484,52.483000000000004,0.648,0.648,0.648,0.816,0.879,0.7170000000000001,0.317,0.496,39.047,0.11199999999999999,0.095,0.095,0.5770000000000001,0.626,0.361
1,0.8,1,SMA-SSNN,mse-elu_elu-0.15-0.01-0.5-1000-0-1000-50-0.03,519.9519,0.00772738,521.4676,7,0.33,10239.497,0.523,0.708,1.588,77.275,0.597,0.597,0.597,0.8,0.8640000000000001,0.691,0.428,0.631,55.071000000000005,-0.46399999999999997,-0.466,-0.466,0.546,0.31,0.16899999999999998
1,0.8,1,SMA-SSNN,mse-elu_elu-0.25-0.01-0.5-1000-0-1000-50-0.03,477.3571,0.01198745,478.9557,6,0.36,8961.607,0.623,0.563,1.4969999999999999,50.917,0.6409999999999999,0.6409999999999999,0.6409999999999999,0.8109999999999999,0.879,0.713,0.306,0.486,37.306,0.134,0.128,0.128,0.562,0.609,0.342
1,0.8,1,SCA-SSNN,mse-elu_elu-0.15-0.01-0.5-1000-0-1000-50,474.6926,0.00955224,476.2972,7,0.331,10243.681999999999,0.523,2.783,3.9,383.333,-0.606,-1.432,-1.432,0.774,0.276,0.214,2.588,2.628,349.619,0.146,-24.434,-24.434,0.6409999999999999,0.221,0.142
1,0.8,1,SCA-SSNN,mse-elu_elu-0.25-0.01-0.5-1000-0-1000-50,423.6939,0.01292944,425.0299,6,0.348,8718.568000000001,0.529,3.517,4.185,504.535,-0.623,-1.801,-1.801,0.753,0.251,0.18899999999999997,3.187,3.27,446.70099999999996,-1.672,-38.398,-38.398,0.606,0.139,0.084
1,0.8,1,HS-SSNN,mse-elu_elu-0.15-0.01-0.5-1000-0-1000-50-20-0.95-0.05,227.2846,0.00962806,228.7863,7,0.33,10242.007,0.523,0.617,1.723,58.667,0.525,0.525,0.525,0.75,0.841,0.631,0.331,0.5489999999999999,40.329,-0.10400000000000001,-0.109,-0.109,0.42700000000000005,0.45899999999999996,0.196
1,0.8,1,HS-SSNN,mse-elu_elu-0.25-0.01-0.5-1000-0-1000-50-20-0.95-0.05,186.2277,0.01222873,188.153,6,0.349,8726.53,0.529,0.58,1.659,50.68,0.56,0.56,0.56,0.762,0.851,0.648,0.309,0.494,37.129,0.107,0.10099999999999999,0.10099999999999999,0.569,0.624,0.355
1,0.8,1,AEO-SSNN,mse-elu_elu-0.15-0.01-0.5-1000-0-1000-50,773.2717,0.01082134,774.9339,7,0.32799999999999996,10224.478000000001,0.523,0.561,1.439,50.928999999999995,0.669,0.669,0.669,0.8290000000000001,0.89,0.738,0.314,0.502,37.759,0.079,0.07,0.07,0.57,0.631,0.36
1,0.8,1,AEO-SSNN,mse-elu_elu-0.25-0.01-0.5-1000-0-1000-50,779.3432,0.00971127,781.077,6,0.359,8955.52,0.623,0.569,1.483,51.191,0.648,0.648,0.648,0.816,0.8809999999999999,0.7190000000000001,0.315,0.49700000000000005,38.158,0.1,0.08900000000000001,0.08900000000000001,0.5820000000000001,0.633,0.368
1,0.8,1,IAEO-SSNN,mse-elu_elu-0.15-0.01-0.5-1000-0-1000-50,807.7261,0.01333499,809.748,7,0.32899999999999996,10233.642,0.523,0.563,1.4580000000000002,50.879,0.66,0.66,0.66,0.823,0.8859999999999999,0.7290000000000001,0.31,0.498,37.43,0.092,0.085,0.085,0.563,0.624,0.35100000000000003
1,0.8,1,IAEO-SSNN,mse-elu_elu-0.25-0.01-0.5-1000-0-1000-50,841.9049,0.02106476,843.5829,6,0.348,8718.568000000001,0.529,0.562,1.4369999999999998,51.161,0.669,0.669,0.669,0.8290000000000001,0.89,0.738,0.313,0.498,37.978,0.09699999999999999,0.08800000000000001,0.08800000000000001,0.574,0.629,0.361
1,0.8,2,GA-SSNN,mse-elu_elu-0.15-0.01-0.5-1000-0-1000-50-0.85-0.025,496.035,0.02305913,497.792,7,0.32799999999999996,10222.815999999999,0.523,0.645,1.5119999999999998,55.123999999999995,0.6409999999999999,0.634,0.634,0.818,0.872,0.713,0.389,0.564,43.035,-0.129,-0.172,-0.172,0.634,0.664,0.42100000000000004
1,0.8,2,GA-SSNN,mse-elu_elu-0.25-0.01-0.5-1000-0-1000-50-0.85-0.025,512.4787,0.01710033,513.9046,6,0.348,8718.568000000001,0.529,0.555,1.484,49.883,0.648,0.648,0.648,0.816,0.875,0.7140000000000001,0.301,0.47600000000000003,36.671,0.166,0.16399999999999998,0.16399999999999998,0.57,0.597,0.34
1,0.8,2,OCRO-SSNN,"mse-elu_elu-0.15-0.01-0.5-1000-0-1000-50-0.4-0.9-0.1-0.1-0.1-(0.02, 0.2)-0.1",280.6035,0.01059699,282.6203,7,0.32899999999999996,10234.478000000001,0.523,0.57,1.5419999999999998,50.976000000000006,0.62,0.62,0.62,0.799,0.8740000000000001,0.698,0.312,0.508,37.455999999999996,0.057,0.05,0.05,0.556,0.626,0.348
1,0.8,2,OCRO-SSNN,"mse-elu_elu-0.25-0.01-0.5-1000-0-1000-50-0.4-0.9-0.1-0.1-0.1-(0.02, 0.2)-0.1",226.4076,0.0108335,227.8729,6,0.349,8725.08,0.529,0.56,1.4809999999999999,50.178999999999995,0.649,0.649,0.649,0.818,0.884,0.723,0.302,0.514,35.726,0.027999999999999997,0.027999999999999997,0.027999999999999997,0.5,0.591,0.29600000000000004
1,0.8,2,PSO-SSNN,mse-elu_elu-0.15-0.01-0.5-1000-0-1000-50-1.2-1.2-0.4-0.9,464.7979,0.0092299,466.4977,7,0.32799999999999996,10222.815999999999,0.523,0.573,1.521,53.465,0.63,0.63,0.63,0.8059999999999999,0.866,0.698,0.312,0.488,39.223,0.139,0.124,0.124,0.5589999999999999,0.602,0.337
1,0.8,2,PSO-SSNN,mse-elu_elu-0.25-0.01-0.5-1000-0-1000-50-1.2-1.2-0.4-0.9,466.4878,0.00774574,468.3276,6,0.349,8724.356,0.529,0.574,1.499,53.89,0.6409999999999999,0.6409999999999999,0.6409999999999999,0.81,0.878,0.711,0.317,0.491,39.868,0.134,0.11199999999999999,0.11199999999999999,0.5710000000000001,0.612,0.349
1,0.8,2,WOA-SSNN,mse-elu_elu-0.15-0.01-0.5-1000-0-1000-50,458.4779,0.0041616000000000005,460.17699999999996,7,0.33399999999999996,10264.669,0.523,0.574,1.4709999999999999,52.074,0.654,0.654,0.654,0.82,0.8859999999999999,0.727,0.32899999999999996,0.501,40.025999999999996,0.1,0.076,0.076,0.609,0.6459999999999999,0.39299999999999996
1,0.8,2,WOA-SSNN,mse-elu_elu-0.25-0.01-0.5-1000-0-1000-50,472.5158,0.00578308,473.9404,6,0.36,8960.93,0.623,0.664,1.551,61.398,0.615,0.615,0.615,0.807,0.858,0.6920000000000001,0.42100000000000004,0.5920000000000001,50.361999999999995,-0.222,-0.29,-0.29,0.647,0.6609999999999999,0.428
1,0.8,2,OTWO-SSNN,mse-elu_elu-0.15-0.01-0.5-1000-0-1000-50,946.0932,0.0178299,948.0077,7,0.32899999999999996,10231.136999999999,0.523,0.58,1.5219999999999998,56.125,0.629,0.629,0.629,0.8029999999999999,0.873,0.701,0.317,0.486,40.958,0.153,0.129,0.129,0.539,0.573,0.309
1,0.8,2,OTWO-SSNN,mse-elu_elu-0.25-0.01-0.5-1000-0-1000-50,899.7454,0.02516007,901.2587,6,0.359,8954.844000000001,0.623,0.5720000000000001,1.484,50.446999999999996,0.648,0.648,0.648,0.816,0.882,0.72,0.32,0.502,38.063,0.079,0.07,0.07,0.594,0.645,0.38299999999999995
1,0.8,2,EO-SSNN,mse-elu_elu-0.15-0.01-0.5-1000-0-1000-50,457.944,0.00870991,459.37300000000005,7,0.327,10221.153,0.523,0.569,1.465,50.733000000000004,0.657,0.657,0.657,0.821,0.885,0.727,0.319,0.504,38.046,0.073,0.064,0.064,0.586,0.6409999999999999,0.376
1,0.8,2,EO-SSNN,mse-elu_elu-0.25-0.01-0.5-1000-0-1000-50,465.9556,0.01081824,467.8903,6,0.36,8960.93,0.623,0.578,1.484,51.315,0.648,0.648,0.648,0.816,0.8809999999999999,0.7190000000000001,0.327,0.506,39.175,0.073,0.057,0.057,0.604,0.649,0.392
1,0.8,2,TLO-SSNN,mse-elu_elu-0.15-0.01-0.5-1000-0-1000-50,889.1999,0.01944089,891.1083,7,0.32799999999999996,10226.14,0.523,0.565,1.444,54.036,0.667,0.6659999999999999,0.6659999999999999,0.828,0.89,0.737,0.311,0.505,38.85,0.07,0.059000000000000004,0.059000000000000004,0.513,0.588,0.302
1,0.8,2,TLO-SSNN,mse-elu_elu-0.25-0.01-0.5-1000-0-1000-50,859.3329,0.01314402,861.5663,6,0.359,8954.168,0.623,0.5660000000000001,1.483,49.536,0.648,0.648,0.648,0.816,0.8809999999999999,0.7190000000000001,0.312,0.49700000000000005,36.949,0.094,0.09,0.09,0.584,0.637,0.37200000000000005
1,0.8,2,SMA-SSNN,mse-elu_elu-0.15-0.01-0.5-1000-0-1000-50-0.03,510.3707,0.00787854,512.061,7,0.32799999999999996,10222.815999999999,0.523,0.5660000000000001,1.492,49.661,0.644,0.644,0.644,0.813,0.877,0.713,0.313,0.49,37.343,0.12,0.115,0.115,0.597,0.639,0.381
1,0.8,2,SMA-SSNN,mse-elu_elu-0.25-0.01-0.5-1000-0-1000-50-0.03,507.2792,0.0136342,509.0437,6,0.349,8723.631,0.529,0.604,1.5330000000000001,61.075,0.624,0.624,0.624,0.805,0.873,0.703,0.33299999999999996,0.523,42.847,-0.006999999999999999,-0.006999999999999999,-0.006999999999999999,0.423,0.375,0.159
1,0.8,2,SCA-SSNN,mse-elu_elu-0.15-0.01-0.5-1000-0-1000-50,470.967,0.00829887,472.38199999999995,7,0.32799999999999996,10226.14,0.523,1.7369999999999999,2.6860000000000004,218.46200000000002,0.040999999999999995,-0.154,-0.154,0.6940000000000001,0.747,0.518,1.371,1.577,179.114,-3.218,-8.158,-8.158,0.635,0.391,0.248
1,0.8,2,SCA-SSNN,mse-elu_elu-0.25-0.01-0.5-1000-0-1000-50,468.6158,0.00779414,470.3456,6,0.32299999999999995,9080.543,0.515,1.038,2.247,132.42600000000002,0.218,0.192,0.192,0.578,0.466,0.26899999999999996,0.728,0.8079999999999999,108.33,0.013999999999999999,-1.402,-1.402,0.495,0.39399999999999996,0.195
1,0.8,2,HS-SSNN,mse-elu_elu-0.15-0.01-0.5-1000-0-1000-50-20-0.95-0.05,229.3334,0.01017666,230.7022,7,0.335,10272.242,0.523,0.5760000000000001,1.557,49.585,0.612,0.612,0.612,0.795,0.87,0.6920000000000001,0.311,0.518,36.121,0.011000000000000001,0.01,0.01,0.55,0.629,0.34600000000000003
1,0.8,2,HS-SSNN,mse-elu_elu-0.25-0.01-0.5-1000-0-1000-50-20-0.95-0.05,216.9676,0.00657058,219.0056,6,0.348,8719.29,0.529,0.598,1.507,51.964,0.637,0.637,0.637,0.812,0.879,0.7140000000000001,0.348,0.5329999999999999,40.402,-0.032,-0.046,-0.046,0.616,0.662,0.408
1,0.8,2,AEO-SSNN,mse-elu_elu-0.15-0.01-0.5-1000-0-1000-50,776.3112,0.01084709,777.5119,7,0.32899999999999996,10234.478000000001,0.523,0.561,1.439,50.873999999999995,0.669,0.669,0.669,0.8290000000000001,0.8909999999999999,0.7390000000000001,0.314,0.503,37.749,0.075,0.067,0.067,0.5710000000000001,0.632,0.361
1,0.8,2,AEO-SSNN,mse-elu_elu-0.25-0.01-0.5-1000-0-1000-50,782.8333,0.01573586,784.4524,6,0.359,8955.52,0.623,0.569,1.483,50.855,0.648,0.648,0.648,0.816,0.8809999999999999,0.7190000000000001,0.316,0.498,37.985,0.096,0.087,0.087,0.584,0.636,0.371
1,0.8,2,IAEO-SSNN,mse-elu_elu-0.15-0.01-0.5-1000-0-1000-50,841.8808,0.00875139,843.4427,7,0.32899999999999996,10234.478000000001,0.523,0.56,1.44,51.059,0.6679999999999999,0.6679999999999999,0.6679999999999999,0.828,0.89,0.737,0.311,0.5,37.624,0.087,0.079,0.079,0.562,0.624,0.35100000000000003
1,0.8,2,IAEO-SSNN,mse-elu_elu-0.25-0.01-0.5-1000-0-1000-50,775.6046,0.012102600000000002,777.2762,6,0.359,8954.844000000001,0.623,0.57,1.485,51.256,0.647,0.647,0.647,0.815,0.88,0.7170000000000001,0.316,0.494,38.357,0.111,0.099,0.099,0.588,0.634,0.373
1,0.8,3,GA-SSNN,mse-elu_elu-0.15-0.01-0.5-1000-0-1000-50-0.85-0.025,477.3753,0.01772547,479.61199999999997,7,0.32899999999999996,10231.972,0.523,0.5589999999999999,1.531,43.236999999999995,0.634,0.625,0.625,0.812,0.863,0.701,0.322,0.532,32.836,0.09,-0.043,-0.043,0.43700000000000006,0.505,0.221
1,0.8,3,GA-SSNN,mse-elu_elu-0.25-0.01-0.5-1000-0-1000-50-0.85-0.025,488.4134,0.01361918,490.1424,6,0.36,8961.607,0.623,0.622,1.507,64.564,0.64,0.637,0.637,0.81,0.878,0.711,0.36700000000000005,0.523,49.297,0.127,-0.006999999999999999,-0.006999999999999999,0.574,0.605,0.34700000000000003
1,0.8,3,OCRO-SSNN,"mse-elu_elu-0.15-0.01-0.5-1000-0-1000-50-0.4-0.9-0.1-0.1-0.1-(0.02, 0.2)-0.1",244.8606,0.01185703,246.9188,7,0.331,10243.681999999999,0.523,0.5670000000000001,1.4709999999999999,51.356,0.654,0.654,0.654,0.8190000000000001,0.883,0.723,0.313,0.499,37.936,0.094,0.084,0.084,0.569,0.627,0.35700000000000004
