model_name,time_train,time_predict,time_total,n_clusters,silhouette,calinski,davies,MAE_train,RMSE_train,MAPE_train,EVS_train,R2_train,NSE_train,R_train,WI_train,CI_train,MAE_test,RMSE_test,MAPE_test,EVS_test,R2_test,NSE_test,R_test,WI_test,CI_test
mse-elu_elu-0.25-0.01-0.5-1000-0-1000-50,463.9356,0.00709105,465.2154,6,0.36,8957.546,0.623,0.57,1.557,52.211,0.612,0.612,0.612,0.794,0.868,0.689,0.303,0.49,37.418,0.117,0.114,0.114,0.515,0.573,0.295
