model_name,time_train,time_predict,time_total,MAE_train,RMSE_train,MAPE_train,EVS_train,R2_train,NSE_train,R_train,WI_train,CI_train,MAE_test,RMSE_test,MAPE_test,EVS_test,R2_test,NSE_test,R_test,WI_test,CI_test
1000-64-3-SGD-0.01-mse-0.3,362.0304,0.70301914,362.8937,0.704,2.57,41.225,-0.002,-0.057,-0.057,0.812,0.131,0.106,0.352,0.59,33.406,-0.001,-0.284,-0.284,0.601,0.342,0.206
