model_name,time_train,time_predict,time_total,MAE_train,RMSE_train,MAPE_train,EVS_train,R2_train,NSE_train,R_train,WI_train,CI_train,MAE_test,RMSE_test,MAPE_test,EVS_test,R2_test,NSE_test,R_test,WI_test,CI_test
1000-64-2-Adam-0.01-mse-0.3,,1.81649995,,0.618,2.224,45.604,0.218,0.209,0.209,0.574,0.433,0.249,0.314,0.498,35.285,0.087,0.086,0.086,0.613,0.667,0.409
