model_name,time_train,time_predict,time_total,n_clusters,silhouette,calinski,davies,MAE_train,RMSE_train,MAPE_train,EVS_train,R2_train,NSE_train,R_train,WI_train,CI_train,MAE_test,RMSE_test,MAPE_test,EVS_test,R2_test,NSE_test,R_test,WI_test,CI_test
mse-elu_elu-0.35-0.01-0.5-1000-0-1000-50,381.4356,0.01036215,382.6853,6,0.228,8470.275,0.893,0.108,0.237,39.085,0.592,0.592,0.592,0.877,0.914,0.802,0.079,0.111,32.52,-1.275,-2.26,-2.26,0.65,0.233,0.151
